,user_id,title,weeks_since_first_transaction,mastery,diligence,num_questions,percentage_correct,num_review,num_view,ratio_window_visible,cluster
107,388260,Deutsch,2,0.1736111111111111,310.0,8.0,50.0,8.0,12.0,0.021739130434782608,0
108,388260,Deutsch,3,0.1736111111111111,420.0,23.0,63.04347826086956,0.0,28.0,0.6363636363636364,0
109,388260,Deutsch,4,4.982638888888888,2228.0,85.0,64.11764705882354,0.0,85.0,0.3333333333333333,0
110,388260,Deutsch,5,10.481770833333336,3404.0,66.0,72.72727272727273,0.0,68.0,0.36666666666666664,0
111,388260,Deutsch,6,12.732638888888893,4020.0,40.0,62.5,0.0,41.0,0.5454545454545454,0
112,388265,Deutsch,0,0.0,582.0,24.0,66.66666666666667,0.0,27.0,0.9285714285714286,1
113,388265,Deutsch,1,5.1085069444444455,924.0,11.0,50.0,0.0,17.0,0.5,1
114,388265,Deutsch,2,5.160590277777778,1164.0,13.0,53.84615384615385,2.0,17.0,0.4444444444444444,1
115,388265,Deutsch,3,8.250868055555555,1492.0,8.0,62.5,1.0,9.0,0.5,1
116,388265,Deutsch,4,15.33420138888889,1988.0,25.0,72.0,0.0,26.0,,1
117,388265,Deutsch,5,18.094618055555554,2380.0,20.0,65.0,0.0,20.0,0.75,1
118,388265,Deutsch,6,20.768229166666664,2784.0,20.0,62.5,0.0,27.0,0.5555555555555556,1
119,388288,Deutsch,0,0.0,0.0,0.0,,0.0,5.0,0.1111111111111111,2
120,388288,Deutsch,1,0.0,80.0,3.0,100.0,0.0,5.0,,2
121,388288,Deutsch,2,0.13020833333333334,112.0,1.0,100.0,0.0,5.0,0.8571428571428571,2
122,388288,Deutsch,3,0.13020833333333334,112.0,0.0,,0.0,,0.6,2
123,388288,Deutsch,4,0.13020833333333334,112.0,0.0,,0.0,2.0,0.6,2
124,388288,Deutsch,5,0.13020833333333334,112.0,0.0,,0.0,,0.5,2
125,388288,Deutsch,6,0.13020833333333334,424.0,15.0,83.33333333333333,12.0,17.0,0.5,2
126,388290,Deutsch,0,0.0,2486.0,0.0,,1.0,,,2
127,388290,Deutsch,1,0.0,2570.0,12.0,87.5,15.0,13.0,,2
128,388290,Deutsch,2,13.195308431260976,2592.0,0.0,,0.0,6.0,0.046511627906976744,2
129,388290,Deutsch,3,15.521101013401672,3124.0,13.0,69.23076923076923,4.0,14.0,0.6666666666666666,2
130,388290,Deutsch,4,16.25268103951818,3714.0,17.0,70.58823529411765,0.0,24.0,0.9047619047619048,2
131,388290,Deutsch,5,16.25268103951818,3714.0,2.0,75.0,0.0,4.0,0.3,2
132,388290,Deutsch,6,16.584111218202793,4204.0,10.0,85.0,0.0,12.0,0.8947368421052632,2
133,388299,Deutsch,0,0.0,40.0,1.0,50.0,0.0,4.0,0.24390243902439024,1
134,388299,Deutsch,1,0.0,40.0,0.0,,0.0,,0.02564102564102564,1
135,388299,Deutsch,2,0.0,40.0,0.0,,0.0,,0.5833333333333334,1
136,388299,Deutsch,3,0.0,40.0,0.0,,0.0,6.0,0.9047619047619048,1
137,388299,Deutsch,4,0.0,40.0,0.0,,0.0,2.0,0.7777777777777778,1
138,388299,Deutsch,5,0.0,40.0,0.0,,0.0,1.0,0.6666666666666666,1
139,388299,Deutsch,6,16.302083333333336,296.0,0.0,,0.0,,0.9230769230769231,1
140,388359,Deutsch,0,0.0,96.0,0.0,,0.0,1.0,0.4166666666666667,2
141,388359,Deutsch,1,3.125,360.0,18.0,72.22222222222223,9.0,27.0,0.6666666666666666,2
142,388359,Deutsch,2,3.472329339658837,480.0,2.0,100.0,1.0,5.0,0.8333333333333334,2
143,388359,Deutsch,3,3.472329339658837,480.0,0.0,,0.0,1.0,0.08333333333333333,2
144,388359,Deutsch,4,3.472329339658837,500.0,1.0,100.0,0.0,4.0,0.25,2
145,388359,Deutsch,5,3.6459404507699484,556.0,5.0,60.0,0.0,13.0,0.9230769230769231,2
146,388359,Deutsch,6,3.6459404507699484,556.0,0.0,,0.0,,0.0625,2
147,388363,Deutsch,0,16.788314858968903,1612.0,5.0,60.0,16.0,5.0,0.9047619047619048,0
148,388363,Deutsch,1,16.788314858968903,1592.0,0.0,,0.0,,0.6666666666666666,0
149,388363,Deutsch,2,16.788314858968903,1592.0,0.0,,0.0,,0.25,0
150,388363,Deutsch,3,19.90745375727502,1952.0,12.0,79.16666666666667,12.0,13.0,0.2702702702702703,0
151,388363,Deutsch,4,22.724972673206665,2158.0,9.0,66.66666666666667,10.0,15.0,0.125,0
152,388363,Deutsch,5,22.724972673206665,2158.0,15.0,56.666666666666664,0.0,16.0,0.9857142857142858,0
153,388363,Deutsch,6,25.765467068260605,2858.0,13.0,76.92307692307692,32.0,14.0,0.7586206896551724,0
154,388498,Deutsch,0,6.6102430555555545,1412.0,45.0,70.0,12.0,52.0,0.39285714285714285,2
155,388498,Deutsch,1,12.724033980674081,2320.0,32.0,82.8125,34.0,37.0,0.7647058823529411,2
156,388498,Deutsch,2,31.896641042205083,5408.0,162.0,80.8641975308642,153.0,188.0,0.75,2
157,388498,Deutsch,3,33.77990074983152,5886.0,0.0,,0.0,,0.5714285714285714,2
158,388498,Deutsch,4,33.77990074983152,5886.0,0.0,,0.0,,0.5,2
159,388498,Deutsch,5,33.77990074983152,5886.0,0.0,,0.0,,0.6666666666666666,2
160,388498,Deutsch,6,41.46981189734062,6206.0,13.0,88.46153846153847,13.0,13.0,,2
161,388525,Deutsch,0,9.386038343802554,716.0,44.0,70.45454545454545,33.0,51.0,0.796875,1
162,388525,Deutsch,1,10.177251538978688,1114.0,16.0,75.0,14.0,18.0,0.7777777777777778,1
163,388525,Deutsch,2,10.177251538978688,1114.0,0.0,,0.0,,0.3333333333333333,1
164,388525,Deutsch,3,12.233260566024777,1186.0,0.0,,0.0,6.0,0.21739130434782608,1
165,388525,Deutsch,4,16.444728412291322,1330.0,12.0,79.16666666666667,2.0,28.0,0.6,1
166,388525,Deutsch,5,17.746811745624655,1466.0,0.0,,0.0,1.0,0.1111111111111111,1
167,388525,Deutsch,6,18.371811745624655,1514.0,2.0,100.0,0.0,10.0,0.6842105263157895,1
168,388527,Deutsch,0,0.0,20.0,1.0,100.0,2.0,1.0,,0
169,388527,Deutsch,1,0.0,20.0,0.0,,2.0,,,0
170,388527,Deutsch,2,0.0,20.0,1.0,100.0,2.0,,,0
171,388527,Deutsch,3,0.0,32.0,0.0,,14.0,,,0
172,388527,Deutsch,4,0.0,36.0,0.0,,0.0,4.0,0.891566265060241,0
173,388527,Deutsch,5,0.0,36.0,1.0,100.0,0.0,3.0,0.13043478260869565,0
174,388527,Deutsch,6,0.6944444444444444,92.0,2.0,100.0,0.0,7.0,0.5,0
175,388653,Deutsch,0,0.0,0.0,24.0,72.91666666666667,29.0,29.0,0.75,2
176,388653,Deutsch,1,4.136958036000857,860.0,10.0,60.0,7.0,11.0,0.2,2
177,388653,Deutsch,2,7.48524239405694,1740.0,56.0,73.21428571428571,0.0,56.0,0.11764705882352941,2
178,388653,Deutsch,3,13.000887098346208,2360.0,35.0,50.0,58.0,53.0,0.76,2
179,388653,Deutsch,4,14.542928990238469,2970.0,33.0,50.0,24.0,46.0,0.9090909090909091,2
180,388653,Deutsch,5,18.82024646516137,3082.0,8.0,68.75,7.0,8.0,0.8,2
181,388653,Deutsch,6,20.751147247858086,3530.0,24.0,64.58333333333333,0.0,26.0,0.42857142857142855,2
182,388961,Deutsch,0,2.5,48.0,5.0,50.0,4.0,7.0,0.2,2
183,388961,Deutsch,1,5.922493690414994,424.0,19.0,68.42105263157895,20.0,22.0,0.35,2
184,388961,Deutsch,2,5.669723624939119,424.0,2.0,50.0,0.0,3.0,,2
185,388961,Deutsch,3,8.669057782269633,584.0,8.0,75.0,4.0,11.0,0.45454545454545453,2
186,388961,Deutsch,4,11.16905778226963,616.0,2.0,50.0,0.0,4.0,0.34782608695652173,2
187,388961,Deutsch,5,11.16905778226963,640.0,0.0,,0.0,1.0,0.35294117647058826,2
188,388961,Deutsch,6,11.16905778226963,640.0,1.0,50.0,0.0,2.0,0.4,2
189,388988,Deutsch,0,0.0,0.0,0.0,,0.0,,,2
190,388988,Deutsch,1,0.0,0.0,10.0,80.0,0.0,11.0,0.6666666666666666,2
191,388988,Deutsch,2,0.5208333333333335,160.0,4.0,87.5,5.0,6.0,,2
192,388988,Deutsch,3,0.5208333333333335,160.0,0.0,,0.0,,0.9090909090909091,2
193,388988,Deutsch,4,0.4340277777777778,160.0,0.0,,0.0,1.0,0.8,2
194,388988,Deutsch,5,0.4340277777777778,160.0,0.0,,0.0,,,2
195,388988,Deutsch,6,0.4340277777777778,160.0,0.0,,0.0,,0.8857142857142857,2
196,388994,Deutsch,0,4.876028709115952,752.0,27.0,81.48148148148148,30.0,30.0,0.9090909090909091,1
197,388994,Deutsch,1,4.876028709115952,752.0,0.0,,0.0,1.0,0.375,1
198,388994,Deutsch,2,8.17865081251428,1128.0,18.0,86.11111111111111,16.0,17.0,,1
199,388994,Deutsch,3,8.17865081251428,1128.0,0.0,,0.0,25.0,0.5555555555555556,1
200,388994,Deutsch,4,8.17865081251428,1128.0,0.0,,0.0,,0.8888888888888888,1
201,388994,Deutsch,5,8.93819942362539,1344.0,10.0,85.0,0.0,11.0,0.9714285714285714,1
202,388994,Deutsch,6,14.034925614101581,1776.0,22.0,77.27272727272727,1.0,44.0,0.5625,1
203,389023,Deutsch,0,3.8824939187281515,648.0,5.0,80.0,5.0,5.0,0.25,2
204,389023,Deutsch,1,5.767427264906014,1256.0,27.0,96.29629629629629,27.0,27.0,0.4,2
